grammar_ref,syntactic_category,rule word,synonym
11,N,drama,dramatic_event
11,V,find,discovery
11,V,find,breakthrough
11,V,find,discovery
11,V,find,uncovering
11,V,find,happen
11,V,find,chance
11,V,find,bump
11,V,find,encounter
11,V,find,detect
11,V,find,observe
11,V,find,discover
11,V,find,notice
11,V,find,regain
11,V,find,determine
11,V,find,find_out
11,V,find,ascertain
11,V,find,feel
11,V,find,witness
11,V,find,see
11,V,find,line_up
11,V,find,get_hold
11,V,find,come_up
11,V,find,discover
11,V,find,discover
11,V,find,rule
11,V,find,receive
11,V,find,get
11,V,find,obtain
11,V,find,incur
11,V,find,recover
11,V,find,retrieve
11,V,find,regain
11,V,find,find_oneself
2,N,films,movie
2,N,films,film
2,N,films,picture
2,N,films,moving_picture
2,N,films,moving-picture_show
2,N,films,motion_picture
2,N,films,motion-picture_show
2,N,films,picture_show
2,N,films,pic
2,N,films,flick
2,N,films,film
2,N,films,cinema
2,N,films,celluloid
2,N,films,film
2,N,films,photographic_film
2,N,films,film
2,N,films,film
2,N,films,plastic_film
2,N,films,film
2,N,films,shoot
2,N,films,take
2,N,films,film
12,N,sports,sport
12,N,sports,athletics
12,N,sports,sport
12,N,sports,sport
12,N,sports,summercater
12,N,sports,sport
12,N,sports,sport
12,N,sports,sportsman
12,N,sports,sportswoman
12,N,sports,mutant
12,N,sports,mutation
12,N,sports,variation
12,N,sports,sport
12,N,sports,fun
12,N,sports,play
12,N,sports,sport
12,N,sports,sport
12,N,sports,feature
12,N,sports,boast
12,N,sports,frolic
12,N,sports,lark
12,N,sports,rollick
12,N,sports,skylark
12,N,sports,disport
12,N,sports,sport
12,N,sports,cavort
12,N,sports,gambol
12,N,sports,frisk
12,N,sports,romp
12,N,sports,run_around
12,N,sports,lark_about
3,N,flicks,flick
3,N,flicks,flick
3,N,flicks,movie
3,N,flicks,film
3,N,flicks,picture
3,N,flicks,moving_picture
3,N,flicks,moving-picture_show
3,N,flicks,motion_picture
3,N,flicks,motion-picture_show
3,N,flicks,picture_show
3,N,flicks,pic
3,N,flicks,flick
3,N,flicks,flicker
3,N,flicks,flick
3,N,flicks,flick
3,N,flicks,flip
3,N,flicks,thumb
3,N,flicks,riffle
3,N,flicks,leaf
3,N,flicks,riff
3,N,flicks,flip
3,N,flicks,flick
3,N,flicks,jerk
3,N,flicks,flick
3,N,flicks,flicker
3,N,flicks,flick
3,N,flicks,flick
3,N,flicks,ruffle
3,N,flicks,riffle
3,N,flicks,snap
3,N,flicks,click
3,N,flicks,flick
3,N,flicks,flick
3,N,flicks,flick
11,N,games,game
11,N,games,game
11,N,games,game
11,N,games,game
11,N,games,game
11,N,games,game
11,N,games,game
11,N,games,plot
11,N,games,secret_plan
11,N,games,game
11,N,games,game
11,N,games,game
11,N,games,biz
11,N,games,game
11,N,games,bet_on
11,N,games,back
11,N,games,gage
11,N,games,stake
11,N,games,game
11,N,games,punt
11,N,horror,repugnance
11,N,horror,repulsion
11,N,horror,revulsion
6,JJ,anime,zanzibar_copal
6,JJ,anime,gum_anime
